,text_jw
10,"Rama, Sinta, lan Laksmana klakon lunga menyang alas nuruti panyuwune Dewi Kaikeyi. Piye ya, lelakone wong telu neng jero alas? Apa katelune bakal betah urip neng alas ngantek 14 taun? Neng alas akeh raseksa sing seneng ngganggu manungsa. Jal wacanen meneh lelakone Rama, Sinta, lan Laksmana neng lakon candhake! Bledheg alas Dhandhaka ngenteni katelune. ama, Sinta, lan Laksmana katundhung tenan saka kraton Ngayodya. Dasarata rumangsa awon banget lan gerah penggalih merga tumindake Kaikeyi. Dasarata sedheh banget ditinggal Rama, Laksmana, lan Sinta. Gerah penggalihe ngantek njalari Dasarata seda. Barata sing lagek wae muleh njumbul mireng kabar kahanan kaluwargane. Dhekne lunga nusul Rama ape atur kabar bab sedane bapake lan mbujuk supaya Rama gelem bali dadi ratu. Nalika ketemu kangane, Barata ogak kasil mbujuk Rama. Rama ogak gelem kondur merga wis kadhung janji marang wong tuwane. Rama ngutus Barata supaya nggenteni dadi ratu sasuwene Rama neng alas. Barata diparingi kawruh bab mimpin nagara. Sawise iku, Rama maringna sandhale marang Barata minangka pralambang dadi utusane Rama. Kanthi manteb Barata balik muleh nggawa sandhale kangane. Tekan kraton sandhal didekek neng papan palenggahan sang nata, dene urusan nagara sawetara ditata dening Barata. Rama, Sinta, lan Laksmana nerusna lakune menyang alas Dhandhaka. Sajroning alas katelune ngumbara. Mangan ngombe saka apa sing cumepak neng alas. Neng alas raseksa-raseksa dha ngganggu. Rama lan Laksmana kasil numpes. Katelune tekan Sutiksna panggonane para petapa. Neng kono Rama, Sinta, lan Laksmana urip minangka petapa. Gamane mung digunakna kanggo nulungi petapa liyane. Sore iku ana raseksi sing ngumbara tekan alas panggonane Rama, Sinta, lan Laksmana. Raseksi iku jenenge Sarpakenaka. Nalika weruh Laksmana, Sarpakenaka tresna banjur mendha dadi wong wadon sing ayu banget lan nemoni Laksmana. Dhekne kanda tresna marang Laksmana. Laksmana nampik tresnane. ""Athekan aku mboktampik lho? Kurangku apa no? Rupaku ayu, kangmasku ratu sing paling sugeh lan misuwur."
11,"Mungga aku mbokpek garwa, kowe lho bakal begja. "" Sarpakenaka sing njelma dadi wanodya ayu nggodha Laksmana kanthi ngandelna kakuwatane kangmase. Laksmana sing krungu ngono ogak dadi tresna malah saya mangkel. Dhekne kandha marang Sarpakenaka nek duwe kangmas sing luwih bagus lan pinter, supaya Sarpakenaka luwih mileh Rama. ""Kowe salah nek mileh aku. Takkandhani ya, aku duwe kangmas sing luwih mbarek tinimbang aku. Kangmasku luwih mbentot, luwih pinter, pokoke nek dibandingna kangmasku Rama, aku kalah. Kana parani masku neng pinggir kali eko, lho!"" Dikandhani ngono, Sarpakenaka ogak mikir dawa. Dhasare raseksi sing akeh hawa nepsune, Sarpakenaka langsung mblayu nggoleki dununge Rama. Bareng wis ketemu Rama, Sarpakenaka kandha Rama nek dhekne tresna lan kepengin dipek garwa. Rama kaget kok ujug-ujug ana wong wadon marani dhekne enjuk dipek garwa nganggur. Rama kandha marang Sarpakenaka nek piyambake wis duwe garwa yaiku Sinta sing ana neng sisihe. ""Halah. Cah iki bojonem? Tinggal wae! aku luwih ayu, luwih sugeh, lan luwih pinter tinimbang dhekne. Jal delengen maneh, leh! Mengko nak aku mbokpek garwa, kowe bakal seneng merga aku putri kraton. Ogak kaya bojonem iki sing mlarat. "" Sarpakenaka sing ditampik Rama malah ngenyek Sinta lan padon mlepuk ngunggul-unggulna awake dhewe. Diwangsuli ngono, Rama mok mesem thok banjur ngendika maneh. ""Nanging aku tetep tresna garwaku Sinta. Aku ogak ameh mbojo maneh. Garwaku mok siji thok, ya Dewi Sinta iki. Athok kowe mileh adhiku Laksmana no, sing iseh jaka. "" Sarpakenaka langsung mblayu maneh marani Laksmana. Carane Sarpakenaka nggodha Laksmana sing kapindho iki malah saya kasar. Mulane Laksmana dadi ngerti wateke Sarpakenaka sing asli. Laksmana ngenyek ngantek nggawek lara atine Sarpakenaka. Sarpakenaka sing dinyek genten ngunek-unekna Laksmana. Laksmana tambah ngamuk banjur ngethok pucuk irunge Sarpakenaka. Sarpakenaka jerit-jerit lan maleh rupa dadi raseksa. Laksmana njumbul. Sarpakenaka mblayu kelaran sinambi nginting-inting Laksmana lan Rama."
12,"Atine anja-anja merga rumangsa dinyek Laksmana. Tekan Ngalengka Sarpakenaka madul marang kangane. Bener sing dikandhakna maeng, kangmase Sarpakenaka pancen ratuning Ngalengka. Asmane Rahwana utawa Dasamuka. Dasamuka awujud raseksa elek tapeka gagah prakosa. Dasamuka mimpin para raseksa neng Nagara Ngalengka. Saliyane Sarpakenaka, Dasamuka kagungan adhi maneh asma Kumbakarna lan Wibisana. Beda karo Dasamuka lan Sarpakenaka, Wibisana lan Kumbakarna budine luhur. Sedulur papat maeng kabeh wujud raseksa kejaba Wibisana putra ruju. Sejatine Dasamuka iku ratu sing adigang adigung lan adiguna. Dasamuka gumane ngrampas weke wong liya. Mula bareng diwaduli Sarpakenaka nek garwane Rama ayu banget, Dasamuka banjur njaluk pitulungane Marica kanggo ndhusta Sinta. Marica sing wis tau diawonake Rama lan Laksmana anggite gak gelem nulung Dasamuka. Dasamuka nggawek akal ndakik gen Rama lan Laksmana adoh saka Sinta. Nek Sinta dhewekan dadi gampang ndhusta Sinta. Marica sarujuk mbiyantu Dasamuka. Kalorone mangkat menyang alas Dhandhaka nggoleki dununge Rama, Sinta, lan Laksmana. Bareng ketemu papan dununge, saka kadohan Marica mendha dadi kidang kencana sing meh nggodha Dewi Sinta dene Dasamuka mendha dadi wong tapa. Rama, Sinta, lan Laksmana mlaku-mlaku neng jero alas. Ogak kaya biyasane, swasanane alas sepi nyenyet. Sing keprungu mok abene manuk gagak kowak-kowak, kaya-kaya menehi tandha bakal ana kacilakan. Masia ngono, wong telu mlampah ayem ogak nggraita apa-apa. ""Kakang Rama, pirsani nika! Wonten kidang kencana ilok sanget rupane. "" Ujug-ujug Sinta weruh kidang kencana lagek mangani suket. Sinta kepencut wernane. ""Kakang, menawi kidang punika dipunrimat mesthi kula remen sanget. Mbok dipuncepengaken kidang punika, Kakang!"" Bujuke Sinta marang garwane supaya nyekel kidang kencana. Rama mekas marang Laksmana supaya njaga kangmboke. Aja ngantek Sinta ditinggal dhewe. Rama ngindhik-indhiki kidang. Nalika gandhewane dipenthang, kidang mblayu. Rama nggudak kidang ngantek adoh saka Sinta lan Laksmana. Sinta lan Laksmana ngenteni tekane Rama sing suwe ogak balik-balik."
13,"Kalorone ogak nggraita nek kawit maeng Dasamuka mriksani Sinta saka suwalike wit gedhe. ""Aaagh. ! wadhoh. !!"" Saka kadohan keprungu swarane wong lanang njerit kelaran. Sinta lan Laksmana njumbul. Sinta wedi banget merga ngira nek iku swarane garwane. Sinta ngutus Laksmana supaya marani kangmase. Laksmana ogak gelem ninggal Sinta merga wis kadhung janji marang Rama kanggo njaga Sinta. ""Kok kowe tegel nemen, leh ambek kanganem Rama? Kanganem butuh pitulungan. Apa kowe emoh nulungi gen kowe isa ngepek garwa aku?"" Sinta malah nutuh Laksmana. Diuneni ngono dening mbak ipene, Laksmana lara ati. Dhekne mangkat nusul Rama. Nanging sadurunge iku, gen Sinta tetep kajaga, Laksmana nggawek garis mbunderi Sinta. Sinta diweling gen ogak metu saka garis iku. Laksmana mangkat ninggal Sinta. Ogak wetara suwe, ana petapa tuwa sing ketok nelangsa marani Sinta. Petapa iku kelaran nyekeli wetenge karo njaluk mangan marang Sinta. ""Dhuh Gusti Ayu, nyuwun tulung! Sampun gangsal dinten kula boten nedha. Kula nyuwun pitulunganipun Gusti ayu, leh. Kula sampun boten kiyat malih. "" Petapa tuwa emboh-emboh melas njaluk pitulungane Sinta. Dewi Sinta sing duwe rasa asih ogak tegel mriksani wong tuwa iku. Piyambake bingung merga dhekne wis diwekas gen ogak metu saka bunderan. Petapa tuwa malah saya mesake. Merga ogak kuwat nyangga larane, petapa tiba ngglethak. Sinta wis gak tega, Rama lan Laksmana sing dienteni gak teka-teka. Kapeksa Dewi Sinta metu saka bunderan banjur nyedhaki petapa sing tiba. Bareng jenggelekna petapa, tangane Sinta langsung disaut petapa. Dewi Sinta njumbul. Petapa enggal tangi banjur nyengkerem awake Sinta. Petapa tuwa sing ndlosor-ndlosor njaluk pitulungan ujug-ujug malih rupa dadi raseksa. Dewi Sinta keweden nanging tangane kadhung dicengkerem. Petapa tuwa iku ogak liya ya Dasamuka. Dasamuka mbopong Sinta. Sinta jerit-jerit njaluk tulung. Dasamuka selak nggawa mabur Sinta. ""Kakang Rama. ! Tulungana aku, Kakang. Kakang Rama. !"" Sinta jerit-jerit nanging Rama lan Laksmana ogak mireng."
14,"""Ha. Ha. Ha. Ogak ana bojonem, Cah ayu. Wis ah, undangen terus! Ogak ngarah bojonem eroh, leh. Ha. Ha. Ha. "" Dasamuka ngguyu bekakan nyengkerem Sinta. Kacarita Jathayu manuk garudha kancane Prabu Dasarata miber sadhuwure Alas Dhandhaka. Jathayu krungu swara jerit lan tangisane wong wadon. Bareng weruh nek swara iku jeritane Sinta, Jathayu ameh nulungi. Dasamuka disadhuk nanging langsung nangkis sikile Jathayu. Dasamuka lan Jathayu adu gelut. Sinta sing iseh dicengkerem Rahwana mok njerit ngundang-undang Rama lan Laksmana. Masia Jathayu manuk garudha sing gagah prakosa, tapeka iseh kalah jadhug tinimbang Dasamuka. Angin mlaku saya banter. Langit peteng kebak mendhung. Kala-kala langite pating cleret disusul swara bledheg sing gegirisi. ""Dhuwar. ! Dhuwar. !"" Swiwine Jathayu disamber aji-ajine Dasamuka. Jathayu kalah banjur cublok mengisor. Sinta mung bisa nangis. Ya iki bledheg alas Dhandhaka. Manuk gagak sing kowak-kowak ndhek maeng ancene menehi tandha anane kacilakan. Sinta kadhusta Dasamuka sing durjana. Neng jero alas Rama lagek menggalih nek Sinta nemoni bebaya. Jebul swara njerit sing keprungu Sinta swarane kidang kencana sing kena panahe Rama. Kidang sing dipanah Rama malih rupa dadi raseksa. Apa sing nggawek sumelange Rama kedaden tenan. Tanpa menggalih dawa-dawa, Rama mblayu menyang panggone Dewi Sinta. Neng tengah dalan Rama ketemu Laksmana sing nandang duhkita. Laksmana matur nek Sinta kadhusta. Saka panggonane Sinta Laksmana mok nemok suwekan kalmbine Sinta thok. Rama Laksmana mrana-mrene nggoleki dununge Sinta puloh tetep gak ketemu. Rama sedheh banget semono uga Laksmana. Laksmana rumangsa salah merga wis ninggal mbakyune. Nalika Rama lan Laksmana bingung nggoleki Sinta, ujug-ujug Rama lan Laksmana manggihi Jathayu sing swiwine ilang siji. Rama lan Laksmana enggal nulung Jathayu. Jathayu sing ambegane kabotan crita nak dhekne bar nulungi Sinta puloh gak kasil. ""Gar. wanem Sin. ta. digawa mblayu. dening Da. samu. ka ratu. Nga. lengka. "" Kandhane Jathayu sinambi ngempet lara. Jathayu mati."
15,"Kanggo ngurmati lelabetane Jathayu, Rama lan Laksmana ngobong jasade Jathayu banjur dikubur awune. Rama lan Laksmana nerusna nggoleki Sinta. Neng tengah alas Rama lan Laksmana nulungi raseksa sing kena ukuman. Raseksa malih rupa dadi putrane Dewi Sri. Minangka piwales, putrane Dewi Sri ngutus supaya Rama njaluk tulung marang ratune wanara sing asmane Sugriwa. Sugriwa mapan neng Gunung Reksamuka. Kepiye crita terusane? Apa Rama lan Laksmana nemokna dununge Sugriwa? Sugriwa mungsuhan ambek sedulure dhewe asma Subali. Banjur kepiye nasibe Sinta sing digawa mblayu Dasamuka? Apa gelem Sinta dipekgarwa Dasamuka ratuning Ngalengka sing sugeh lan sekti mandraguna? Ayo wacanen maneh crita candhake! hiajeng Sinta, pepujaningsun. Sliramu aneng ngendi, Dhiajeng?"" Sambate Rama sing suwe ngubengi alas madosi garwane, nanging ugung nemokna. Ngalor, ngidul, ngetan, ngulon Rama lan Laksmana mbabati alas nggoleki Sinta. Rama sing kelangan garwa kinasihe getun lan sedheh banget. Semono uga Laksmana. ""Sampun, Kakang. Kakang ampun sedheh kemawon. Kula nyuwun pangapunten awit sampun nilar Kangmbok. Ngendikanipun putrine Dewi Sri, kula lan Kakang kedah madosi ratuning wanara kang asma Sugriwa. Sumangga Kakang, Kangmbok Sinta sampun nengga rawuhipun, Kakang!"" Panglipure Laksmana marang Rama. Wong loro terus mlaku mengalor. Alas, kali, lan gunung-gunung dilewati Rama lan Laksmana. Pirang- pirang sasi lawase mlaku, Rama lan Laksmana tekan neng Gunung Reksamua panggonane para kethek. Kacarita biyen Sugriwa ratuning nagara Guwa Kiskendha. Merga kleru panampa, Sugriwa dimungsuhi kangane dhewe asma Subali. Saiki Guwa Kiskendha dioyok Subali. Sugriwa lan para wanara sing iseh setya marang Sugriwa mblayu lan manggon neng gunung Rsyamuka. Sugriwa lan Rama nggawek pasarujukan. Rama bakal mbiyantu Sugriwa ngalahna Subali. Dene Sugriwa ameh mbiyantu Rama lan Laksmana nggempur Ngalengka. Subali kasil dipanah Rama. Saiki Rama lan Sugriwa genten nggawek cara kanggo marani Dewi Sinta. Sadurunge nggempur Ngalengka, Rama nggawek cara supaya ana duta sing isa dipercaya kanggo nemoni Sinta lan golek pengapesane Ngalengka."
16,"Sugriwa kagungan ponakan aran Anoman. Anoman wujude kethek puteh. Masia wujud kethek, Anoman sekti mandraguna. Budine luweh luhur tinimbang manungsa. Anoman seneng nulung wong sing lagek nandang susah. Dhekne uga dipercaya Sugriwa dadi patih mimpin prajurit wanara. Asile pasarujukan, Anoman sing dipercaya dadi dutane Rama. Anoman lan para wanara liyane kalebu Jambawan, Anggada, lan Nila mangkat nggoleki papan dununge Ngalengka. Anoman dititipi kalpikane Rama supaya diaturna Dewi Sinta. Para wanara mangkat. Wis ngantek pirang-pirang sasi lawase nggoleki, Anoman sarombongan ogak nemokna dununge Ngalengka. Akeh alangan sing ditemoni para wanara. Para wanara meh wae kandheg lakune nggoleki Sinta, nanging Sampati sedulure Jathayu nglipur lan menehi ancer-ancer endi papan dununge Ngalengka. Anoman, Anggada, lan liyane nerusna laku ngantek tekan Gunung Mahendra. Para wanara eram weruh kaendahaning segara kidul ngantek lali kuwajibane. Mok Anoman thok sing iseh tetep nerusna laku. Dhekne mabur dhewekan ngliwati segara kidul. Neng atine tansah ngujar, ogak bakal balik nak ugung ketemu Dewi Sinta. Akeh alangan sing ditemoni Anoman. Satengahing dalan Anoman tau dipangan raseksi puloh kasil metu. Sidane Anoman tekan Gunung Suwela. Neng kana akeh para raseksa sing urip kayadene manungsa. ""Ya, iki Nagara Ngalengka. Ogak salah maneh. Aku kudu isa tekan kratone. "" Batine Anoman banjur mendha dadi marmut. Anoman sing wis malih rupa dadi marmut ngubengi Nagara Ngalengka. Saisine kraton ogak ana sing weruh sejatine marmut iku. Anoman tekan neng jero kraton. Dhekne mendha maneh dadi raseksa gen ogak konangan. Cinarita dene Sinta banget nandang duhkita. Cakut tekan Ngalengka ngantek seprene Sinta emoh adus, mangan, apamaneh wedhakan. Rahwana ya Dasamuka terus mbujuk Sinta gen gelem dipek garwa. Sinta nampik lan terus ngunggul-unggulna Rama. Sinta diiming-imingi kasugehane Dasamuka puloh tetep gak gelem. Neng taman Asoka, Sinta dijaga dening para raseksi. Raseksi-raseksi iku ogak ana sing dipercaya Sinta. Ponakane Dasamuka ya aran Trijata tansah setya ngancani Sinta."
17,"Trijata iku putrine Wibisana. Kayadene bapake, Trijata duwe watek sing apik. Dhekne ogak tegel marang Sinta sing dikurung pakdhene. Mula Trijata setya ngancani Sinta. Mok marang Trijata Sinta gelem ngudarasa kasedhehane. ""Kula manteb, Dewi Sinta. Sekedhap malih mesthi Prabu Rama nusul. Mila Dewi Sinta ampun sedheh kemawon. "" Panglipure Trijata marang Dewi Sinta. ""Ananging, Trijata ngantek pirang-pirang taun lawase kok Kakangku Rama durung tekan kene. Apa Kakang Rama wis lali aku, leh? Athok aku mati tinimbang dipekbojo Dasamuka. "" Dewi Sinta terus nangisi lelakone. ""Ampun ngendika mekaten, leh Dewi. Kula manteb kok sapunika Prabu Rama madosi cara kangge kepanggih Dewi. "" ""Iya, Trijata. Mugiya Kakang Rama tansah pinaringan kawilujengan dening Gusti ingkang maha welas. "" Nalika iku Sinta lan Trijata linggeh omong- omongan neng taman Asoka. Kalorone ogak weruh nek cakut maeng ana sing ngrungokna omongane saka dhuwur. Wong sing nguping ogak liya Anoman. Mripate Anoman nrocoh weruh kahanane Dewi Sinta. Dhekne manteb nek wanodya sing kuru aking, - rambute awut-awutan, lan mripate abang iku Dewi Sinta garwane Rama. Nalika Trijata ninggal Dewi Sinta, Anoman mlumpat mangisor. Dewi Sinta sing lagek nglamun njumbul ujug-ujug ana kethek puteh marani dhekne. ""Sapa kowe?!"" Dewi Sinta njenggirat. ""Trijata. , tulungen ak. !"" Dewi Sinta mbengok, puloh selak dikandheg Anoman. ""Ssssttt. nyuwun pangapunten, Dewi Sinta. Kula Anoman. "" Sinambi mlengak ngiwa nengen Anoman matur alon-alon marang Dewi Sinta. Mature diterusna. ""Kula Anoman, utusanipun Prabu Rama, garwanipun Gusti Putri. "" ""Apa aku kudu percaya omonganem?"" Dewi Sinta iseh ogak percaya Anoman. ""Punika kalpika titipanipun Prabu Rama. "" Anoman ngetokna buntelan cilik banjur diaturna Sinta. Sinta mbukak bungkusan iku lan sakala nangis weruh ali-ali sing ana neng jerone. ""Kepiye kahanane garwaku Rama, Anoman?"" Saiki Dewi Sinta pitados Anoman. ""Prabu Rama boten kandheg anggenipun menggalih Dewi Sinta. Prabu Rama sapunika wonten ing Guwa Kiskendha."
18,""" Anoman nyritakna lelakone Rama lan apa sing diutusna marang dhekne. Anoman matur nek Rama bakal nusul Dewi Sinta. Sadurunge Anoman balik muleh, Sinta nitip layang kanggo Rama. ""Menawi mekaten, kula pamit, Gusti Dewi. "" ""Iya Anoman, mugiya awakmu tansah slamet tekan Kiskendha. Matura marang Kakang Rama, aku tansah ngenteni rawuhe. Maturnuwun, Anoman. "" ""Inggih, Gusti Dewi. "" Anoman metu saka taman Asoka. Ujug-ujug Anoman konangan dening Indrajit putrane Rahwana lan patih Prahastha. Anoman dicekel lan dibanda. Ancene Anoman njarag kecekel. Nalika meh diukum obong, Anoman mok meneng thok. Kayu disulet. Sepira kagete para raseksa, Anoman sing diobong ogak kobong malah jingkrak-jingkrak ngiyak-iyak kutha Ngalengka sinambi nyritakna kasektene Prabu Rama. Buntute sing kena geni njarag dikibat-kibatna. Anoman mblayu ngubengi Ngalengka gen ngerti saisine Ngalengka. Para raseksa jerit-jerit merga omah lan apa wae sing diliwati Anoman kobong. Para prajurit Ngalengka ditokna kanggo nyekel Anoman. Bareng wis ngerti betenge Ngalengka, Anoman metu saka kutha Ngalengka muleh menyang Guwa Kiskendha. Saiki Kutha Ngalengka ajur merga polahe Anoman. Wibisana matur marang Dasamuka gen mbalekna Sinta. Ogak malah nggugu omongane adhike, Dasamuka malah nundhung Wibisana. Dasamuka iseh tetep ngurung Dewi Sinta. Para prajurit Ngalengka diutus siyaga perang nglawan tentarane Rama. Ngantek tekan wektune, Rama, Laksmana, Sugriwa, Anoman, lan para prajurit wanara tekan Ngalengka. Wibisana sing ditundhung kangane dhewe luwih mileh ngrewangi Rama krana nglawan angkara murka. Kutha Ngalengka kebak wanara lan raseksa paten-patenan. Geteh pating kececer. Para raseksi jerit-jerit tangisan ditinggal anak bojone sing melok perang. Indrajit putrane Dasamuka mati kena panahe Laksmana. Kumbakarna sing maju krana mbela nagara uga seda kena panahe Laksmana. Dasamuka murka banget. Sidane Dasamuka mudhun dhewe maju perang. Rama kasil manah Dasamuka sing duwe sirah sepuloh. Dasamuka tiba tanpa daya. Para wanara surak-surak seneng. Dasamuka seda. Kutha Ngalengka wis ajur mumur. Para raseksa padha mati. Tentara wanara suka gumbira."
19,"Wibisana nandang duhkita merga sedulure padha sirna. Rama nglipur lan misuda Wibisana dadi ratu nggenteni Rahwana. Sinta dipethuk Anoman. Rama sing suwe ogak ketemu Sinta seneng banget nalika priksa Dewi Sinta. Kaya-kaya Rama digebyur banyu wening sasuwene ngelak pirang-pirang taun. Pungkasaning carita, Sinta mbalik marang Rama. Laksmana sing setya ngancani kakang lan mbakyune rumangsa seneng banget, semono uga Anoman lan para wanara liyane. Becik ketitik ala ketara. Sing sapa salah bakal seleh. Kabeh kadurjanan bakal kalah dening kabecikan."
