,text_jw
10,"Tanpa di bayar lho nduk. Simbok ki isa maca nulis ya merga Ibune Den Nanang. Wong-wong wadon desa kene ki isa maca nulis, numpak pit, mula bukane ya sing ngajari Ibune Den Nanang. Apa meneh diwarai carane nggawe usaha nggolek duit dewe ben isa mandiri ora gumantung karo bojone. Amrih wong wadon nang ndesa ki ngertine mung kawin, duwe anak, masak lan umbah-umbah. Simbok ki isa bakulan nggolek duwit nggedhekke kowe lan Konang ya merga ilmune Ibune Den Nanang. Lha Bapak ki piye ta mbok, kok malah sing nggolek duit simbok? As Mbuh nduk! Wis limang taun kepungkur. Kowe rak ya ngerti dewe ta nduk. Gaweane mung main gaple, malah demenan karo randane Mulani barang. Terus tak kon minggat wae! Ben kawin ro randane Mulani sing isa nuruti kekarepane! Ha simbok mbiyen kok isa seneng ta? Wah piye ya nduk. ? Bapakmu mbiyen ki ra kaya ngana kae je. Karang ya godan! Piye ta Mbok? Mbokmu ki Mbiyen Tresna! Cinta je Nduk! Terus lair kowe kuwi, njut Konang. Wis apik-apik usaha bareng bakulan neng pasar, malah mulai doyan main barang. Lha njur demenan karo Randane Mulani Potang kae! Terus mbuh saiki piye khabare? Lha bapakmu ki lanangan ra uwe ketrampilan je nduk. Terus ceritane Nanang mau piye Mbok? Husy! Den Na. nang! Kowe ki ra sembrono lho nduk! Awake dewe ki duwe utang gede karo Den Nanang. Yoh. Den Nanang! Terus Piye Mbok? Kowe ki tak critani ya nduk ya, ben ngerti sujarah saktemene. Sujarah kuwi penting disinau merga wong ben isa ngerti lan kelingan apa wae sing dilakoni jaman mbiyen. Dadi ra mung waton cerita! Terus isa dingerteni elek lan apik'e manungsa. Ora mung sing di ketokke ki sing apik-apik terus! Critane tekan endi nduk? Tekan. ngapa Den Nanang ditinggal Wong tuwane? Nha."
11,"wektu kuwi Suwargi Pak Lukito lan Bu Lukito ki lagi nglaksanak'ake ibadah haji. Terus krungu khabar nek Suwargi pak Lukito lan Bu Lukito ki ngalami kecelakaan nang terowongan Mina. Wektu kuwi Den Nanang isih cilik kira-kira ya sak Konang kae. Durung ngerti apa-apa. Dadi sing ngurusi apa-apane ya Adhine pak Lukito. Ya Kajine Amat Sugeh kae! Terus Nanang piye Mbok? Lha saplok ditinggal wong tuwane. Den Nanang diopeni Kajine Amat Sugeh. Lho Nanang ki rak duwe warisan akeh ta mbok? Lha ya kuwi sing marai Simbok bingung tekan seprene. Mbiyen ki sak durunge Suwargi Pak Lukito lan Bu Lukito ki menyang Munggah Kaji. Aku diwelingi, saksuwene Pak lan Bu Lukito tindak haji sing kon nglakokke usahane aku. Merga Kajine Amat Sugeh kae ki wus kebagian cabange. Wektu kuwi Kajine Amat Sugeh nyekseni Lho nduk. Lha sing kon nangani kok malah kowe ta mbok? Aku dewe ya ra ngerti je nduk! Tur aku krasa nek Kajine Amat sugeh ki serik ro aku. Terus Nanang piye Mbok? Nha. bar ditinggal wong tuwane, Den Nanang ki dikek'ke Luar kota, alasane disekolahke Nang Pondok pesantren! Terus pembukuan usaha sing dicekel Simbok ki dijaluk Kajine Amat alasane arep di cek, tur tekan saiki ra dibalekke. Mbiyen Simbok isih sok niliki Den Nanang nduk. Nganti tekan Den Nanang SMA. Tur bar kuwi simbok kelangan Khabar. Oooooo. Terus ngerti-ngerti muncul dadi kaya ngana kae ya mbok? Dadine Kajine Amat Sugeh kae ki. ana 5 apa 6 pemain mlebu panggung, saben pemain mlebu nyekel gaman terus matung , gawe gesture wong lagi siap-siap nggebuk. Banjur kuwi Jumiran mlayu gerak slomotion krudungan ember dawa, mandeg ana tengah-tengah pemain sing lagi matung. Sak wise Jumiran matung kabeh mlumpat bareng, kabeh nggebuk Jumiran karo mbengok santer. Yusu. p sing ceceker sesuk meneh ya. Wis bobok-bobok nang kandang ndisik."
12,"Nek weruh babon rasah dikawini, mengko ndak marai lemes, ben nek tarung karo nggone Setra po Nurdin isa menang. Assalamualaikum. Wangalaikum salam! (sing omong ndarani Yusup Piitik'e. Cahyadi Sajak gumun) Iho Sup? Yusup! Kangslupan pa ya? (Nuthuk nganggo teken) Assalamualaikum! 0. Wangalaikumsalam, Pak Kaji ta. ? Wahjan. nuwun sewu sanget pak Kaji nyuwun pangapunten! Kula kinten Yusup?! Astagfirrulloh haladzim. Cahyadi. Cahyadi. mertobato Cah! Apa arep tok terus-teruske anggonmu maksiat kuwi? Dosamu wis akeh Cah. Mertobat! Mandeg sing judi. lnjih Pak Kaji. Ra mung omong tok, gek ndang dilakoni! Njih pak Kaji Tumindakmu kuwi wis kena diarani kapir! Injih Pak Kaji. Pun kapir tur kapiran sisan nggih?! Geneya ngrumangsani! Mulane, ngibadaha! nyenyuwun marang Gustialah ben diparingi gawean sing galal! Ora kaya ngono kuwi! Injih Pak Kaji. Wis rasah injah-injih! Gek ndang Sholat luhur! Yo bareng aku! Pun mboten sah, mengke kula nyusul ke mawon. Tenan Lho, tak enteni nang mejid. Nek ra menyang awas Iho Cah! Inggih Teninnnn. Sak estu! Yo wis. Assslamu'alaikum! Wangalaikumusalam. Wahjan Kajine Amat ki kok ya ra jeleh-jeleh ya ngandani aku terns? Pa cangkeme ra Ngrasani. !!! Waduh. mboten og Pak Kaji. saestu. nyuwun ngapunten. (Sisan lunga) Nek ngrasani meneh, Tak Sholatke! Duh. nuwun sewu Pak kaji. nuwun sewu. Assalamualaikum Wangalaikumsalam. Eh, Nur Soleh ta? Seka ndi Nur? Mandeg dimik. Iki dikon Kajine Amat ngubengke proposal nggo ngapikke Mejid. Wooo! Lha iya! Dilit khas aku ki ya arep sregep shalat neng mejid je! Rak ya aku melu bangga to nek mejide apik, resik?! Marai sing shalat khusyuk! Lha iya. Sing adu Jago leren. Ya sik ya Cah tak luhuran disik! Assalamualaikum. Wangalaikum salam. Jenengku suk Cahyadi Soleh lho Nur. Jyann. mbayangke dadi cah apik lan soleh ki cen nyenengke tenan kok. Aman donya akhirat."
13,"Lho! Seka ndi pluk? Seka tuku empring nggo nyangga omah arep ambruk je Cah. Woo. Lha iya dilit khas aku ki arep dolan nangomahmu arep tilik bayimu sisan nyumbang je. Ben ra kembrukan tur ya marai sing dolan betah! Ora, anakmu isih rong sasi to pluk? Limang sasi! Wo. ho oh ta? Ha kowe ki kok aneh to Pluk? Biyen pas duwe bojo ora manak, saiki mbasan ra duwe bojo malah manak? Mbuh Cah ra caturan! Sik ya Cah! Yo. a. Wuohh. hajiguri! Ganas! Ealah. urip nek ngeni ki penak buangeti. Wis Sup, nek kowe pendak minggu menang nang kalangan. Bakalan ko peagae pemrentahan nan uripku. jyan. Piye Cah Pitekmu menang?! E alah. Diajeng Samsinah ta? Kundur Jeng? Wis. wis rasah cangkeman. Sing Cangkeman suk meneh. Aku ki mung arep takon menang apa kalah? Wah suarane kok Atos jeng?! kados akik dicor semen! (Cahyadi rada mangkel) Nek le menang ki jelas menang Yu. pitekku je. Kampiun! Number one! Tak boking pa yu? Apa kencan nang restoran? We-gah! Kowe kuwi Cah, ra isin ro pitikmu po? Kudune sing obah nyambut gawe ki rak kowe ta? Malah sing nyambut gawe pitekmu. Lagi ndidit sitik we ndangak! arep mboking aku barang. Ha. nganu je yu. ha nganu e. kahanan. Aku ki yo kahanan Cah! Tur rak ya kudhu nganggo kringet to? Lha ra ana liyane je njuk piye? Wooo. lha wong radong! (Njenggung sirahe Cahyadi karo lunga) Wah jan nek galak ngono kuwi tambah ayu lho Jeng?! Ora caturan Cah! Woh. Gedebang. gedebang. (ngece bokonge Samsinah sing sak tampah) Arep nangendi e Yu? Tuku Bodreksin! Wong wedok nek ngece mak thes! ngluwihi cramahe Kajine amat sugih! Pancen Samsinah ki tak akoni, Wong wedok sing elok, Pikirane lantip! Kae ki nak nang jerman jenenge Agela Markel."
14,"Isa dadi kanselir! Tur sayange siji uripe neng Indonesia dadi ra kopen! Dadine ya ming wong mumet. Anu, korban kurikulum. Hahaha. Les. Lestari. Kosik ta. sik ta. Wahjyan. ngapa ta Cah. Nggilani. Kosik ta. Ngapa?! Anu. anu. aku ki arep ngomong. Omong apa? Anu. anu. Ngapa ta?! Gek cepet! kene ki selak ana perlu je! Sida ora? Ho oh Les, Sida. Anu Les. anu. Ona anu. ona anu ngapa? Anu. Aku MENCINTAIMU Lestari. Halah. wis ta bedek! Awake dewe ki ra Level Cah. Wohh. Ra lepel og piye. (banjur sambat ro pitik'e) Tenan to Sup. ditolak to. aku yo wis ngerti og tenane. jigurr. !!! Kesusu og. Kudune wong menyatakan ki nganngo soklat ro setangkai bunga og. Ha aku ming nyekel rokok sak lencer je. nang ndalan meneh. ra sopan Sup. duh. piye yo Sup. Aku k iwis arep sumangat je Uripe. Arep mertobat tenan. Malah drop ko ngene ki gek kepiye. ? hmmm. (Cahyadi lungguh deleg-deleg dewe, omong-omongan ro pitike) nek ra ana sing ta senengi piye Sup? Anu wae pa. ro kowe wae pa Sup? Yo. Sup. Yo! wis apa anane wae. Rapapa waton anget. Malu-aku malu pada semut merah, yang berbaris di diding menatapku curiga. Seakan penuh tanya sedang apa di sini. Menanti pacar, jawabku. Mbah! Yoi. ! Kowe ki arep nangendi? Arep mincing. Ora oleh! Kaline mbahmu po? Woo. ! Karo cah enom wani! Yo wis entuk mincing, tur nang kana sing adoh! Kene ki arep tak nggo yang-yangan ro Siti. Walah. reka-reka Le. ko nek putus njuk ra niat urip. trus mabuk-mabukan ro nulis puisi. ! Woh. Kok ngerti mbah! Yo turah ngerti. Cah-cah saiki ki ruang private lemah tur kemaki! Sok tau! Kae galo Siti. kae. (Nuding ngawur) Ndi mbah. ? ndi. Kae galo. Kae! Hajiguri! Wong tua kurangajar. Senenge ngisruh! Sit. Siti."
15,"! Sit. Siti. jyan. kok suwi banget ki ngapa ta ya. ? (Nurdin ngematke kadohan) Kae pa ya bocahe. Sit. ! Siti. ! Sit. ! Mas Nur. ! Tenan to. Cepet Sit. rene! Ya sik, tak mlayu Mas! Mas! Mas Nur ki ngapa ta ya. (njoroke Nurdin) Aku ki seneng je Sit. Bungah weruh kowe. Halah Mas Nur ki senengane aneh. Aneh piye ta? Iki jenenge cinta Sit. Power op lop. Jaman saiki wis arang wong ngrasake kaya ngene ki? Anane mung kepentingan! Hmm. ho oh pa mas? Wu. Cah cilik ngeyelan. (Nyenggol irungi Siti nganggo drijine, Siti ndungkluk ro mesem) Sit, kowe kok meneng wae ki lara untu pa? Ora kok Mas. Ha ngapa? Ora papa. Aku sedih lho Sit nek kowe kaya ngono kuwi. Mikir aku pa? Kok ngerti mas? Aku ki khawatir je. Sing mbok khawatirke ki apa? Aku ki rak wis omong ta nek tresna tenan karo kowe, Dinda Siti? Tenan ta Mas awake dewe ki bakal urip bebrayan nganti sak lawase urip. Apa kowe ra percaya Sit? (Nurdin ngadeg, ndelengke Siti. ) Bukaken dadaku, tilekana atiku. Anane mung Siti Siti lan Siti. ! Semono uga aku Mas. Sit kowe ki manis lho Sit. kene tak jiwit pipine. Wah Mas Nur ki lho. Sit, aku tak takon ya, saktemene wong lanang sing mbok senengi ki sing kepiye ta? Ya. sing piye ya Mas. hmmm. Ada deh. Aku Serius lho Sit. Lagi da manuk-manukan pa? Wo. ngisruh. ! Mas. uwis ta Mas. Mbah Temu ki radong. Marai Emosi! Mas. Mas Nurdin. Apa?! (isih rada emosi) Mas. Tak kandani ta. Anu Mas, saktenane wong lanang sing ta senengi ki. ya sing piye ya mas. anu, pokokmen sing tanggung jawab, terus kuru, rambute ngombak. Lho?! Kuwi aku ta Sit? Terus. Pinter nggambar, manis lan nggemeske."
16,"Kuwi ya aku ta Sit? Terus. Ya pokokmen matane kaya mas Nur, irunge kaya mas Nur, kupinge kaya Mas Nur. terus suarane ya kaya Mas Nur Walah. nek kabeh kaya aku ngapa kok ra ku sisan ta Sit? Aku ki piye ya mas. Ihh. gemes aku. ! tak ciprati lho kowe. Wah jan Mas Nur ki lho. marai klambiku teles. tak bales ah. Welha! He! banyune ki ra di obok-obok! Marai iwak'e do mlayu! Ora krungu! Sit. siti. ! Wah aku goleki Simbok je mas. Sik ya! Sit. siti. ! Sik dilit Mbok Wah. Sit. durung rampunge malah mlayu. Mengko meneh ya Sit! Hi iki! Sing marai ngaco ya iki! Mbah ana iwak nglomba gede banget ki! Wo. Munyuk'i! Nang kana ana Demit, nang kana ana Buto Ijo, nang kana ana panguwasa sing lagak lakune kaya Iblis! Nang kene ana pawongan bagus lagi njoget! Widodariku. Kari betah-betahan ngenteni wektu! Sapa sing salah bakal seleh! Widodariku. Astaqfirullohaladzim. Wus kena tak pesthekke nak urip iku bakale tiba titiwancine ketemu karo sing digolekki! Wis menenga wae, ngadeko nang satengahing jagad sing wis reged! Pandenga mataku! Rasah gigrik nang ngarepku, merga rabakal tak rudo peksa! Le. kowe wis lali pa karo aku? Aku ra bakal lali karo samubarang sing nyepet-nyepeti atiku! Aku arep takon piye khabare anak lan bojomu? Awakmu lemu mesti uripmu makmur! Duitmu owol-owolan! Wis dadi manungsa duwur derajate kajen lan merbawani kowe! Le! Njalukmu ki apa tak turuti! Tur carane aja kaya ngono kuwi. Ngisin-isinke aku! Widodariku."
17,"iki piye ana maling ngerti isin! Le! Kowe kuwi rangerti males budi! Cilik tak ragati mbasan gede kurangajar! Aku ra njaluk apa-apa! Uripku wis seneng tanpa bandha donya! Aja pisan-pisan ngojok-ojokki aku dadi wong sumangkeyan! Ngereh uwong sak penak'e dewe! Dalanku wis padhang! Aku manungsa sing raisa dituku nganggo banda donya! Le! Kowe ki rasah kemaki! Weningna pikiranmu, pusna rasamu, lumakua kanthi sareh! Aja grusa-grusu! Le! Eit. ! aja Grusa-grusu! Sinaua marang kahanan! Rungokno suarane, delengen nganggo mata batinmu banjur kuwi rasakna kepriye laralapane wong urip! Aja mung kepingin dirungokke terus! Sapisan maneh aku ra njaluk apa-apa! Pek'en kabeh, kelonono banda donya! Wus wancine sliramu nyumelehake uripmu! Selehna! Selehna! Selehna pikiranmu lan uripmu! Rungokno kahanan Sejatining aurip! Jujura marang atimu dewe! Aja ngapusi awakmu dewe! Lan aja wirang marang aku! Astafirlloh. cen wis edan tenan kowe le raketulungan! Jujura marang atimu dewe! Aja nyimpen samubarang bosok! Kandanana awakmu dewe! Aja ngapusi Uripmu! Den. ! den Nanang. ! Den. ! (kaget!) Sapisan maneh! Rungokno! Rungokna kahanane Aurip Kanthi Wening. Aja mung kepingin dirungokake! Rungakna. Rungakna. !!! (Karo Mlayu) Den. Den. Den Nanang (Mandeg nang ngarepe Kajine amat Sugeh. Noleh weruh Kajine Amat Sugeh) E. Mas Amat ta?! Assalamualaikum. Pripun khabare? sae? Pun dangu mboten kepanggih ta? Kangen lho kula? Pripun Usahane lancar ta? Wis ta Yu rasah nambah-nambahi. Rasah ngelingke kedadean sing wis liwat! Sing ngendika njenengan piyambak Lho! Kula mboten ngelingke (tansah ngece) o. enggih ngertos Den Nanang Mboten nggih? Nanang Mlayu Ngetan Mbuh nangendi? Nuwun Sewu Lho Niki Mas Amat. nuwun sewu. Rak nggih tesih kemutan nek pun nate sare kalian kulo? Rumangsane nek wis pecisan ro sarungan ki njuk atine ketok resik apik pa? Ahhh. (Yu Sam mendesah nang cedak kupinge Kajine Amat Sugeh, Banjur lunga nggoleki Nanang Edan. ) Den. Den Nanang. ! Haduhh. Haduh. Assalamualaikum."
18,"Pak Kaji. Ketiwasan Pak Kaji. ! Wa'alaikumsalam. ana apa Leh? Kok kesusususu? Aduh. Ketiwasan!. Yu Cempluk. Cempluk ngapa? Alon-alon wae ta. Napase ditata disik. Dereng enten sing ngertos. Omahe Yu Cempluk! Omahe yu cempluk Ambruk! Hah!? Ha Terus Bayine Piye? Bayinipun. Bayinipun Kembrukan Omah! Allahamdulilah. ! Ealah. Sak adoh-adohe manuk mebur tetep bali nang susuhe maneh. Jyan. Jaman ki pancen wis kuwolak-walik tenan. Anak Polah bapa kepradah. Nanging saiki wis beda Bapak polah Anak Kepradah. Ealah. contone ya aku iki. Sakjane aku ki sayang tenan ro Cahyadi, anakku siji kae. Nanging kahanan sing marai kaya ngene ki. Piye-piye aku ki patut disalahke. Aku ki wong tua sing ora isa ngopeni anak lan ora nduweni rasa tanggung jawab. Wis, pokokmen isa ora isa aku arep njaluk ngapura karo anakku. Arep tak jak ngadepi urip tenanan! Oalah Cah. Cah. kowe ki nangendi Le. ? Omah ra ana uwong kok diblak-blake. (Ngunjal ambegan) Bapak ki kangen, bapak arep mertobat tenan Le. ayo pada nyambut gawe bebarengan. Nglakoni urip saiyeg sak ekapraya. We. sapa ya kae? Kok ana Kenya mlaku dewean. Tatasan pa ya? We liwat kene! Sik sik sik. tak dandan disik ben bagus! Nderek langkung Lik Kawit. E. nduk Lestari ta. Kok kadingaren liwat kene nduk? Injih Lik. Ha nek liwat dalan sing mrika onten Nanang lagi kimat! Rak nggih mboten napa-napa ta Lik? Wo. Ora papa. Mbok mampir ndisik kene sedilit wae. Walah ngancani Likmu sisan ngenteni mahgrib. Ayo ta. (rada meksa) Mboten sah repot-repot lho Lik. Kula namung sekedap lho niki, boten saged suwe-suwe. Lha iya, aku ki ngerti. Wis suwe aku ki ra petukan kowe nduk. mampir dilit. Mengko ta terke nek kewengen mulihe. Sik tunggu dilit ya nduk. dilit wae. Tak gaweke wedang sisan ngenteni mahgrib."
19,"Kowe ki manis tenan lho nduk! Jan aku ra nyangka kok isa kaya Roro mendhut. Lik Kawit ki kaya ngerti-ngertiya rupane Roro Mendhut! Weh ra percaya Lho. Iki wedange dombe nduk. Wayah sore iki pancen nyenengke tenan. Sore sing ayu kaya pasuryamu nduk, Cah ayu. Lik Kawit ki senengane ngece. Tenan lho nduk rupamu ki ayu. (karo njawil) Cahyadi teng pundi niki Lik? Rasah digagas Nduk. Bocah rangerti ro wong tua! Nduk, awakmu ki lencir tur singset marai gemes! Wah Lik Kawit ki senengane marai isin lho. Walah nek isin ngono kuwi jyan. saya nggemeske! Cilik-cilik diwulang ngaji besok gede supaya ngerti. Ngaji iku amale nomer siji yen ora ngaji bakale rugi. Rugi donya ora sepiroa rugi akhirat bakal cilaka. Lho. Cahyadi ki nangomah ta? Jigur og! Anu, nduk, sik ya tak tuku rokok dilit nang warunge Atemo Sri. Dilit wae. Nggih Lik. Cilik-cilik diwulang ngaji besok gede supaya ngerti supaya ngerti su paya ngerti su! Lestari to. ? Jyan. mbok mau sms dimik Les ne arep dolan. kok njanur gunung. Nggoleki aku pa? Rak! Aku kin mung mampir, wedangan ro bapakmu. Sapa? Lik Kawit, bapakmu Cah! Ra mungkin. Bocahe ki wis minggat wingi-wingi seka omah kene! Tenan Cah, aku ra ngapusi! Tenane Les Serius? Swear! Tenan Cah! Swear! Welha. Cen Truk biangane tenan og! Wong tua ra sembada! Ra urus! Saiki bocahe nangendi? Jare mau tuku rokok nanggone Atemo Sri. Wis Cah Aku tak sisan bali. Lha kok Kesusu ta Les? Wis surup. Ndak digoleki Bapak. mbok wedange dienteke disik. Wis rasah Cah. Lho Les. ? kenapa Les. lho. lhooo. lho. duh. Aduhh. Les. wis leren turon nang amben nggonku disik wae. Ta undangke bapakmu."
20,"Kawit ki cen kewan! Liicik! Ula tua! Nang ndi mlayumu Wit?! Bakal tak golekki! Tuek'an ra ngrumangsani! Nangendi dunungmu! Tekan ndi playumu bakal ta goleki kowe Wit! Aku wis ra urusan! Klakon ta untal malang tenan! Kawit. ! Ealah, duwe anak siji we kok ya radong! nek isa ki apa-apa ya wis di cepakki ben wong tua ki ora rekasa. (Nginguk Njero omah) Lho rak tenan. Wis cemepak. Anakku Cahyadi kaeki pancen Bagus ngerti kekarepane bapakne! Nuwun ya Le. Yookk. !!! Wit. ! Kawit. ! Bocahe nangendi ya?! Tak kemah-kemah tenan kowe Wit! Wahjyan. Liar! Ngedab-edapi tenan! (Meneng sedela) Ah. Meneh ah. ! Yukk. ! Kawit. ! Bakal tak tojeh-tojeh tenan kowe! Ta pechel-pechel ndasmu! (Cahyadi ngematke rada adoh, kaya weru Lik Kawit) Kecekel saiki kowe Wit. ! Klakon tak ontal malang! Rosa. ! Rosa. ! (Tangane tengen ngepel diangkat munggah medun. Ngunjal ambegan sedela. Prengesan. ) Nyak nyan! (Nganggo sandangan) Wis karya Slamet ya le. Wong tuwa kaya aku ki jembar segarane. Turah kasih sayang! Rasah njaluk ngapura mesthi wis to apurani! (Lik Kawit ngleter mlaku tansah bungah) Bolengan!! Bocahe nangendi ya? Wis, titenana kowe Wit, nek kecekel bakal adus getih! Les! Lestari! Les! Cah! Aku rangira Cah nek kowe tega tenan karo aku. Tumindakmu kaya kewan! (Omong karo tangisan) Les! Sing nglakoni ki dudu aku Les! Nyatane! Nyatane anane mung kowe karo aku Cah! Les! Sak mbajing-mbajingku ya Les. Aku ki durung tau jenenge ngruda peksa wong wadon! Pokokmen aku ra trima! Aku ratrima Cah! Aku ora trima! Les! Lestari! Lestari. ! KAWIIIITT. !!!! (Ambegane isih orakaru-karuan. ) Ula tua! Pancen wis tegel tenan karo anakmu dewe. Yoh. nek caramu kaya ngono bakal ta ladeni! Aku wis raurusan! Tuek'an kaya asu! Wis tiba titi wancine! Pancen wis ginaris nek patimu kudu nang tangane anakmu dewe! KAWIIIIIIITTTTT. !!!!!!."
