,text_jw
10,"Ana jaman dhisik neng kerajan urip sawijining Brahmana kanthi asma Sidi Mantra sing terkenal banget merga kesektiane. Sanghyang Widya utawa Batara guru paring banda, barang lan sawong bojo sing ayu. Sawise tetahunan omah-omah, dekne kabeh anduweni sawong anak kanthi asma Manik Angkeran. Senajan Manik Angkeran sawong pemuda sing gagah lan pinter ning dheweke nduweni sifat sing kurang becik, yaiku dhemen main judi. Dheweke kerep kalah sehingga dheweke kepeksa mjaminke banda kesugihan wong tuwane kanggo totohan, ora cukup semunu, Manik Nagkeran uga nduweni utang marang wong liya. Amarga ora bisa membayar utang, Manik Angkeran njaluk bantuan bapake kanggo mecahke masalah. Sidi Mantra pasa lan ndedonga kanggo njaluk tulungan dewa-dewa. Dumadakan dheweke krungu suwara, ""Hey, Sidi Mantra, neng kawah gunung Agung ana bandha sing dijaga Naga Besukih. Lungaa mrana lan jaluka supaya dheweke gelem paring sethithik bandane. "" Kumpulan cerita bahasa jawa. Sidi Mantra lunga menyang gunung Agung kanthi ngatasi rintangan kang ana ing ngarepe. Sangantine neng pinggir kawah gunung Agung, dheweke lingguh sila. Sinambi karo nabuh genta dheweke maca Mantra lan nyeluk jeneng Naga Besukih. Ora suwe bajur sang Naga metu. Sakwise krungu niat sowane Sidi Mantra, Naga Besukih ngolet lan saka sisike metu emas ugo inten. Sakwise mengucapke matur nuwun, Sidi Mantra pamit. Kabeh banda kui mau banjur diwenehna marang Manik Angkeran kanthi pengarep-arep dheweke ora arep main judi meneh. Tentu wae ora suwe banda kuwi banjur entek kanggo taruhan. Manik Angkeran jaluk bantuan maneh marang bapake. Ananging wektu kui Sidi Mantra nolak kanggo ngewangi anake mergo anake ora bisa mari saka main judi. Cerita rakyat versi jawa. Manik Angkeran krungu saka kancane menawa banda kuwi dijupuk bapakne saka gunung Agung. Manik Angkeran ngerti kanggo mlaku mrana dheweke kudu maca Mantra ning dheweke ora tau sinau babagan donga lan Mantra."
11,"Dadi, dheweke mung nggawa genta sing dicolong saka bapake wayah bapake sare. Sakwise ketok neng kawah gunung Agung, Manik Angkeran ngunekne gentane. Dumadakan Naga Basukih njedul, Manik Angkeran keweden wayah dheweke ndeleng Naga Besukih. Sakwise Naga krungu kekarepane Manik Angkeran, dheweke celathu, ""bakal takwenehna banda sing kok jaluk, ning kowe kudu janji kanggo mengubah sifatmu. aja main judi meneh, elinga hukum karma. "" Manik Angkeran gumun ndeleng emas, inten, lan permata neng ngarepe. Dumadakan ana pangarah ala sing timbul jero atine. Amarga pengen nduweni banda luwih akeh, kanthi cepet dipotong buntut Naga Besukih sawektu Naga muter bali menyang panggonane. Manik Angkeran cepet lunga lan ora kekoyan saka Naga Basukih. Aanging amarga kesaktian Naga kuwi, Manik Angkeran kobong dadi awu wektu tipake dijilat sang Naga. Krungu kematiane anake, Sidi Mantra sedhih sanget. Cepet dheweke sowan marang Naga Besukih lan njaluk supaya anake diuripake maneh. Naga nyaguhane asal buntute bisa bali kaya pisanan maneh. Kanthi kesaktiane, Sidi Mantra bisa mbaleke buntut Naga Basukih kaya kahanan pisanan. Sakwise Manik Angkeran diuripake, dheweke njaluk ngapura lan ngujar bakal dadi wong becik. Sidi Mantra ngerti menawa anake wis tobat ananging dheweke uga ngerti menawa dekne kabeh ora meneh bisa urip bareng. ""kowe kudu mulai urip anyar ning ora neng kene,"" ngendika Sidi Mandra dening anake. Dumadakan njroning sakedhep mata Manik Angkeran wis ngilang. Saka panggonan Manik Angkeran ngadeg metu sumber banyu sing soyo suwe soyo gedhe nganthi dadi segara. Nganggo tekene, Sidi Mantra nggawe garis sing misahke dheweke karo anake. Saiki panggon kuwi dadi selat Bali sing misahake pulau Jawa lan pulau Bali."
12,"Ing tlatah Sumatera dhisik tau ana kerajan Pamuncak Tiga Kaum. Kerajaan kesebut dipimpin dening telung sedulur, sing nduwe jeneng Pamuncak Pamuncak Koto Tapus, Rencong Talang, lan Pamuncak Tanjung Seri. Sawijining dina, kerajan sing ana ing ngisor pemimpin Pamuncak Rencong Talang nduweni hasil panen kang akeh. Amarga kuwi ugo bakal dianakne pesta panen kanggo rasa syukur. Pesta panen iki digelar kathi ngundang kerabat mawa keluarga wae. Klebu keluarga Pamuncak Tanjung Seri sing ora bisa teka lan diwakili garwane lan anak prawane. Ana ing dina kang dianti-anti dumugi, garwane Pamuncak Tanjung Seri lan anak prawane teka menyang kerajan Pamuncak Rencong Talang kanggo melu ngramekake pesta panen. Anak prawan Pamuncak Tanjung Seri dadi primadona lan akeh ""ditaksir"" para pemuda ing tlatah kerajaan Pamuncak Rencong Talang. Ora krasa wayah wis dumugi esuk. Garwane Pamuncak Tanjung Seri banjur ngajak anake mulih. Nanging, anake isih pengen ana ing kana, amarga kuwi dheweke budhal menyang muleh piyambakan. Wektu kuwi ana sawong pemuda pitakon marang si prawan, sapa sing ngajak awakmu mulih kae mau?. ""baturku"" jawab e asal. Si embok jebul mireng napa pangandikan kesebut. Banjur piyambake lara ati nganti pada mulih. Cerita rakyat kedadeane negeri lempur menggunakan bahasa jawa sederhana. Ganti dina, garwane Pamuncak Tanjung Seri sing kesel karo tingkah anake celethu. ""Duh Gusti, lara atiku ditembungi anakku dhewe batur. "" Saka dongane kuwi diucapake muga-muga anake diwenehi hukuman klelep ana rawa. Ana ing dina sakwise kedadean kui ndelalahi anak lan simboke iku mau menyang Pulau Sangkar lan Lolo sing terkenal akeh rawa lan lumpur urip ing wilayahe. Pungkasane Tuhan ngabulna donga garwane Pamuncak Tanjung Seri. Embuh kepiye ceritane anak saka Pamuncak Tanjung Seri iku kepleset nganthi dheweke gejegur ana ing rawa kanthi lumpur urip. Dheweke nyoba mancal-mancal sakuwat tenaga ning justru ndadekake awake soyo cepet ndlesep ing njero rawa."
13,"""simbokkkk tulungi aku, simbokkkk,"" bengok anake prawan sing wis nglarani atine simboke kuwi. ""Aku dudu embokmu. aku baturmu,"" jawab simboke, karo njupuk gelang lan selendang jambi saka anake nuli mungkur lan ninggalke anake ngono wae. Kawit kedaden kesebut, daerah rawa lumpur kuwi dijenengi Lempur, sing asale saka tembung ""lumpur"". Sawentara, gelang sing dijupuk simboke dibuwang neng sawiji tebat. Dadine, daerah kesebut dijenengi Tebat gelang."
14,"Ing kecamatan Muara Kaman kurang luwih 120 kilo meter saka hulu Tenggarong ibukota Kabupaten Kutai Kartanegara Kalimantan wetan ana daerah sing dikenal kanthi jeing Tlaga Lipan. Sanajan nduwe jeing Tlaga, daerah kesebut dudua Tlaga kaya Tlaga Jempang lan Semayang. Daerah kuwi kawujud padang amba sing kebak semak lan suket. Cerita bahasa jawa jaman dhisik kutha Muara Kaman lan sekitare ngrupakne segaran kang jembar. Pinggir segarane pas kuwi yaiku daerah Berubus, desa Muara Kaman pulung sing luwih dikenal kanthi jeing Benua Lawas. Ing jaman kuwi ana siji kerajan sing pelabuhane ramai banget amarga kawasane ing pinggiran segara. Ing wektu kuwi ing kerajan kesebut an sawong putri sing ayu jelita ugo terkenal. Sang putri nduwe jeing Putri Aji Bedarah putih. Piyambake diwenehi jeing mangkana ora liya amarga yen sang putri iki nginang lan ngalon banyu sepahe katon banyu suruh sing abang kuwi mili liwat kerongkongane. Bisa kayangapa diayangke putihe kulit putri kui mau? Ayu lan keanehan Putri Aji Bedarah putih iki krungu uga ana ing raja Cina sing banjur cepet-cepet mangkat kanthi kapal gedhe lan prajurit tekan ing segara ngarep istana Putri Aji Bedarah putih. Raja Cina banjur cepet-cepet munggah menyang darat kanggo nglamar Putri kui mau. Sadurung raja Cina ngendikakake lamarane, saka Sang Putri dhisik raja kuwi dijamu kanthi mangan bareng. Ananging malang kanggo raja Cina kui mau, piyambake ora meruhi menawa piyambake nembe diuji saka Putri sing ora wae ayu ananging uga pinter lan wicaksana. Ana ing saktengahe mangan saknjero jamuan kuwi, puteri rumangsa jijik ndeleng cara mangan saka si dhayoh. Raja Cina kuwi jebulna mangan kanthi cara ngokop, ora nggunakne tangan anangig langsung kanthi tutuke kaya segawon. Cerita asal usul Tlaga Lipan menggunakan bahasa jawa. Jelas wae Putri Aji Bedarah putih ngrasa jijik lan piyambake rumangsa tersinggung, seolah-olah raja Cina kuwi ora ngajeni piyambake."
15,"Sawise rampung dahar lamaran raja Cina banjur disampeke dening Putri, Sang Putri nolak lamaran raja cina kui kanthi kanthi celathu, ""Kados menapa hinane priyantun putri krama kanthi manungsa sing cara mangane wae menyep kaya segawon. "" Hinaan sing linuwih kuwi tentu wae mbangkitke kemurkan linuwih uga saking raja Cina kuwi. Wis lamarane ditolak mentah-mentah, hinaan uga sing ditampa. Amarga isin banget lan nesu, ora ana dalan liya kajaba ditebus kanthi kekerasaan kanggo nunduke Putri Aji Bedarah Putih. Piyambake banjur cepet nuju menyang perahune kanggo bali kanthi sagenep prajurit sing kuwat kanggo ngalahake kerajan lan nyulik Putri. cerita bahasa jawa Perang gedhe banjur kedadeana antarane prajurit Cina sing teka kaya gelombang pasang saka segara mungsuh prajurit Aji Bedarah putih. Kenyatakane prajurit Aji Bedarah putih ora bisa naha serbuan prajurit Cina sing ngamuk. Putri sing ndeleng peperangan sing ora seimbang kuwi rumangsa sedhih campur marah. Piyambake wis mbayangke menawa peperangan kuwi bakal dimenangna saka prajurit Cina. Cerita asal usul Tlaga Lipan menggunakan bahasa jawa. Putri banjur nginang kanthi celethu, ""yen bener aku iki titisan saka dewa kang sakti, mula dadia sepah-sepahku iki lipan-lipan sing bisa ngalahke raja Cina serta kabeh bala tentarane. "" Rampung celathu mangkana, disemburke sepah saka tutuke menyang arah peperangan sing lagi gayeng kuwi. Kanthi sakedheping mripat, sepah suruh putri mau malik dadi ewonan lipan sing gedhe-gedhe, nuli kanthi galake nyerang bala tentara Cina sing lagi ngamuk. Cerita bahasa jawa Prajurit Cina sing perang kanthi gagah kuwi mboko siji pada mati merga cokotan lipan. Prajurit sing ngerteni serangan lipan sing ora bisa dicegah cepet mlayu menyang kapale. Mangkana uga sang raja, dekne kabeh nduwe niat kanggo cepet mungkur saka Muara Kaman merga lipan-lipan sing akeh lan galak kuwi, ananging dekne kabeh ora diwenehi kesempatan saka lipan-lipan kuwi kanggo mungkur saka Muara Kaman."
16,"Amarga lipan-lipan kuwi wis diucap kanggo membinasakan raja lan prajurit Cina, mula kanthi sak akeh-akehe lipan pada nyerbu terus ana kapal Cina. Raja lan para prajurit Cina ora bisa lungo meneh banjur pungkasane dekne kabeh mati kabeh. Kapal saka cina iku ugo angslep saka lautan merga serangan lipan. Sawentara kuwi Aji Bedarah putih langsung ngilang kanthi gaib, embuh nengendi lan barengan kui mula angker uga Sumur Air Berani, kang dadi kekuwatan sekti kerajaan kuwi. Panggonan kapal raja Cina sing kelem lan segarane sing banjur dadi cethek dadi daratan kanthi padang amba kuwi sing banjur diarani nganti saprene kanthi jeneng Tlaga Lipan."
17,"Ing sawijining jaman, ana siji kerajan kang nduwe jeneng Medang Kamulan sing duweni raja kanthi asma Prabu Dewata Cengkar sing buas lan dhemen mangan menungsa. Saben dina Dewata Cengkar mangan sawong menungsa sing digawa saka Patih Jugul Enom. Kahanan kui ndadekna rakyat keweden lan mengungsi kanrhi meneng-meneng menyang daerah liya. Ing dusun Medang Kawit ana sawong pemuda nduwe jeneng Aji Saka sing sakti, sregep lan gemati. Sawijining dina, Aji Saka nulunge simbah-simbah tuwa sing lagi digebugi dening grombolan penyamur. Simbah tuwa sing akhire diangkat bapak dening Aji Saka kuwi jebulna pengungsi saka Medang Kamulan. Krungu cerito babagan kebuasan Prabu Dewata Cengkar, Aji Saka nduwe niat kanggo nulung rakyat Medang Kamulan. Kanthi ngenakake serban neng sirah Aji Saka mangkat menyang Medang Kamulan. Dalan nuju Medang Kamulan pancen ora mulus, Aji Saka sempet perang sajrone pitung dina pitung bengi karo setan panunggu alas, amarga Aji Saka nolak didadekne budak saka setan panunggu sajrone sapuluh taun sadurung diolehakekne ngliwati alas kuwi. Nanging merga kesektiane, Aji Saka bisa ngendha saka semburan geni si setan lan sawektu sakwise Aji Saka ndedonga, dumadakan ana sinar kuning cemlorot saka langit nibani setan penghuni alas lan anggawe para setan ilang. cerita rakyat jawa tengah dalam bahasa jawa Singkat cerito Aji Saka dugi datheng Medang Kamulan sing katon sepi. Ing keraton, Prabu Dewata Cengkar lagi nesu amarga Patih Jugul Enom ora nggawa tumbal menungsa kanggo sang Prabu. Sawisi dugi dening keraton Medang Kamulang Aji Saka ngadhep Prabu Dewata Cengkar lan nawarake piyambake supaya dipangan dening sang Prabu kanthi opah lemah sa'amba serban sing digunakne dheweke. Wektu dekne kabeh lagi ngukur lemah kaya panjaluke Aji Saka, dumadakan serban kang sakdurunge dienggo ana sirah Aji Saka terus melar dawa nganti ambane ngluwihi amba saka tlatah kerajan Prabu Dewata Cengkar. Prabu nesu sakwise ngerteni niat Aji Saka sayekti yaiku kanggo mungkasani kekejemane."
18,"Sawektu Prabu Dewata Cengkar lagi nesu, serban Aji Saka njiret ing awak sang Prabu. Banjur awak Prabu Dewata Cengkar diuncalna Aji Saka lan tiba ana segara kidul banjur ilang digulung ombak. Aji Saka banjur dinobatkan dadi raja Medang Kamulan. Piyambake mboyong bapake angkat menyang keraton. Mego pamerentahan kang adil lan wicaksana, Aji Saka bisa ndadekna kerajan Medang Kamulan dening jaman paling makmur, jaman kang para rakyat urip tenang, tentram, makmur lan raharja."
19,"Ana ing jaman kerajaan Hindu-Budha wonten satunggaling pangeran kang nduwe jeneng Raden Bandung Bondowoso, panjenenganipun nun injih putra saking raja Pengging Prabu Damar Moyo. Raden Bandung Bondowoso sawong pangeran sing terkenal kuwat lan sekti mandraguna. Kajaba Pengging, ana kerajan sing liya sing nduwe jeneng Keraton Boko. Raja Keraton Boko nun injih Prabu Boko lan satunggal patih kanti asma Patih Gupalo. Prabu Boko nduwe putri sing ayu banget kanthi jeneng Lorojonggrang. Ana ing sawijining dina Prabu Boko nduwe pepinginan ngambakne wilayah kerajan kanthi nyerang kerajan Pengging. Prabu Boko ngumpulake pasukan kanggo nyerng kerajan Pengging. Peerangan gedhe banjur kedadean, korban jiwa lan bandha tansah katon ana ing pihak kerajaan Pengging ugo kerajaan Boko. Kanggo ngurangi rakyate sing mati, Prabu Damar Moyo dawuh dening anake yaiku Raden Bandung Bondowoso supaya perang ngelawan Prabu Boko. Mergo kekuwatan lan kesektian saka Raden Bandung Bondowoso, Prabu Boko banjur bisa dikalahake nganti tekan patine. Krungu Prabu Boko mati, Patih Gupala dawuh marang pasukane kanggo mundur saka kerajaan Pengging mlayu menyang kraton Boko. Raden Bandung Bondowoso kang ngerteni yen prajurit saka kerajaan Boko mundur banjur ngoyak Patih Gupala lan pasukan sing mlayu menyang Keraton Boko. Patih Gupala sing ketok dhisik dewe ana Keraton nemoni Roro Jonggrong lan ngandhani menawi Prabu Boko wis mati neng tangan Raden Bandung Bondowoso. Ora suwe banjur Raden Bandung Bondowoso dugi ing keraton Boko. Pas dheweke lagi nggoleki Patih Gupala neng jero istana, dheweke ketemu karo anak Prabu Boko yaiku Roro Jonggrang. Amarga ayune Roro Jonggrang, Raden Bandung Bondowoso langsung katresnan marang piyambake. Lan njaluk kanggo bebatihan. Ananging Roro Jonggrang ora gelem, amarga dheweke ngerti menawi Raden Bandung Bondowoso sing wis mateni bapake. Kanggo nolak lamaran Raden Bandung Bondowoso, Roro Jonggrang menehake syarat yen Raden Bandung Bondowoso pengen ngrabeni piyambake."
20,"Roro Jonggrang banjur ngendikan: ""Yen sampean pengen ngrabeni aku, Samoean kudu nggawekne aku siji sumur lan sewu candi ana wektu sewengi. "" Panjaluk Roro Jonggrang pancen mustahil dilakoni. Ananging Raden Bandung Bondowoso nyaguhi penjaluk saka Roro Jonggrang kasebut. Piyambake banjur nggawe sumur sing saiki dikenal kanthi jeneng Jalatunda. Lan nggawe 1000 candi kanthi njaluk bantuan para lelembut kanggo mbangun candi kasebut. Kawatir Raden Bandung Bondowoso bisa nggrampungake gaweane banjur Roro Jonggrang njaluk dayang-dayang kanggo nutu pari lan ngobong damen neng siseh wetan supaya dikira menawi esuk wis teka. Para lelembut sing ngewangi Raden Bandung Bondowoso kanggo mbangun 1000 candi pada kabur amarga wedi arep esuk. Bangunan 1000 candi durung genep, Raden Bandung Bondowoso mung bisa nutugake nganti 999 candi. Raden bandung Bondowoso nesu, murka amarga saktemene srengenge durung njedul. Piyambake nesu basan reti yen Roro Jonggrang sing wis nglakoni kabeh mau supaya para lelembut ngiri srengenge wis njedul. Raden Bandung Bondowoso nesu lan ngutuk Roro Jonggrang dadi arca sing kanthi saiki dikenal kanthi jengen Arca Dewi Durga kanggo mepaki 1000 candi kesebut."
21,"Raja Kertamarta yaiku Raja saking keRajan Daha. Raja kagungan kalih (2) priyantun putri, asmanipun Dewi Galuh ugi Candra Kirana ingkang endah ugi sae. Candra Kirana sampun ditunangkan dening putra makutha keRajan Kahuripan yaiku Raden Inu Kertapati ingkang sae ugi wicaksana. sayangipun sedherek kandung Candra Kirana yaiku Galuh Ajeng iri sanget dening Candra Kirana, amargi Galuh Ajeng katresnan wonten Raden Inu. Lajeng Galuh Ajeng sowan marang eyang putri sihir kagem nyantet Candra Kirana. PanMasnganipun ugi mitnah Candra Kirana sahingga Candra Kirana diusir saking Istana tembe Candra Kirana tindak kesah dateng segara, eyang putri sihir dumadakan njedul lan nyihir Candra Kirana dados Keong Mas piyambake ugi mbucal Keong Mas wonten segara. Mungale sihir punika namung badhe ical menawi Keong Mas kepanggih kaliyan tunanganipun. Wonten satunggaling dinten sapriyantun eyang putri nembe pados ulam kaliyan jala, lan Keong Mas kesangkut wonten jala eyang punika. Keong Mas dibeto kondur ugi dening eyang putri. Wonten dinten saklajenge eyang putri punika pados ulam malih wonten segara ananging mboten satunggal ulam kang bisa dijaring. Dugi wonten griyanipun, eyang putri kaget amerga wonten meja sampun cemepak mangsakan ingkang nyamleng-nyamleng. Eyang putri pitaken wonten manah sinten ingkang girim mangsakan menika. Mekaten ugi dinten-dinten saklajengipun eyang putri ngalami kedadosan sami, enjingipun eyang putri etok-etok menyang segara, piyambake ngindik punapa ingkang kedadosan wonten griyane, yektos Keong Mas berubah dados wong wadon endah lajeng mangsak, lajeng eyang putri ngendikan"" sinten sampean iku cah ayu? "" Kula menika putri Kraton Daha ingkang disihir dados Keong Mas dening sedherek Kula amargi piyambakipun iri dhateng kula "" tembung Keong Mas, lajeng Candra Kirana berubah kondur malih dados Keong Mas. Eyang putri punika kaget lan gumun ngalami kedadean menika."
22,"(Pada cerita dongeng Keong Mas dalam bahasa jawa selanjutnya dikisahkan Pangeran Inu mencari keberadaan Candra Kirana hingga ketemu, bagaimana kisahnya dalam bahasa jawa langsung saja kita simak di bawah ini) Sawentara pangeran Inu Kertapati mboten kresa mendel kemawon tembe mangertos Candra Kirana ngilang. Panjenenganipun nggoleki Candra Kirana kanthi nylamur dados rakyat biasa. Eyang putri sihir akhire mangertos lan ngubah awake dadi manuk gagak kagem nyilakakake Raden Inu Kertapati. Raden Inu Kertapati nggumun ndeleng manuk gagak sing bisa ngomong lan meruhi tujuane. Panjenenganipun nganggep manuk gagak kuwi sakti lan manut, padahal Raden Inu dipunparingna arah ingkang klintu. Wonten margi Raden Inu kepanggih kaliyan sapriyantun eyang kakung ingkang nembe ngeleh, dipunparingi eyang kakung punika dhahar. Jebulna eyang kakung iku priyantun sakti ingkang sae banjur eyang punika nulung Raden Inu saking manuk gagak punika. Eyang kakung punika nggebug manuk gagak kaliyan tekene, manuk punika dados beluk. Akhire Raden Inu dipunparing priksa wonten pundi Candra Kirana sakmenika, Raden Inu di dawuhi tindak wonten dhusun dadapan. Saksampune mlaku pirang-pirang ndina suwene akhire Raden Inu dugi wonten dhusun Dadapan panjenenganipun mampir wonten setunggal gubuk ingkang kagem nyuwun tirta amargi perbekalane sampun telas. Tanpa dinyana tanpa dikira panjenenganipun kaget sanget, amargi saking balik jendela Raden Inu mriksani menawi tunanganipun nembe mangsak. Akhire sihir kang wis anggawe Candra Kirana dadi Keong Mas ical amargi panggihan kaliyan Raden Inu. Dumadakan eyang putri kundur dening gubuk punika banjur Candra Kirana nepangaken Raden Inu wonten eyang putri. Akhire Raden Inu mboyong tunangane wonten keraton, banjur Candra Kirana nyeriosaken menapa kang wis dadi tumindak Galuh Ajeng wonten Baginda Kertamarta. Baginda nyuwun pangapunten dhateng Candra Kirana ugi sawalikipun. Galuh Ajeng oleh hukuman ingkang setimpal. Amargi ajrih Galuh Ajeng mlayu ana ing ngalas, lajeng piyambake tiba lan dhawah wonten ing jurang. Akhire Candra Kirana lan Raden Inu Kertapati krama."
23,Piyambakipun sedaya mboyong eyang putri dadapan ingkang gumantos punika wonten kraton banjur piyambakipun sedaya rahajenging ngagesang.
24,"Ana ing malem tahun baru 2015 aku diajak simbah menyang kelurahan kanggo nonton pertunjukan kesenian wayang kulit. Kawit awan simbah wis wanti-wanti aku supaya turu ben mbengine ora ngantuk wektu nonoh pertunjukan wayang kulit. Jam songo mbengi sakwise aku solat ngisak simbah banjur ngajak aku menyang kelurahan kanggo nonton pertunjukan wayang kuli, aku yakin yen wengi iki bakal dadi pengalaman pribadi kang ora bakal kalalekno. Ana ing kelurahan dalang kang sakmestine dadi paggowo cerita wayang wis siap kanti di iringi gamelan kang suwarane gembleger ana ing kuping. Para wiyaga pada nabuh gending, gong, gamelan, ugo tabuhan liyane kang aku dewe ora paham opo jenenge. Neng sisih ngarep katon wong wadon kang dandan ayu nyanyeke tembang-tembang jawa. Jare simbah wong wadon iku sik diarani sinden. Pertunjukan seni wayang kulit mbengi kui kawiwitan cerita ramayana kanti lakon petruk dadi raja. Amergo aku ora pati paham dalan ceritane makane aku akeh takon marang simbah bab cerita pewayangan. Saka pitakonku kui mau simbah paring pirsa yen ana pewayangan akeh cerita kang wis dingerteni piyambakipun. Cerita wayang kang sering dipentasake kurang luwihe cerita wayang arjuna, ramayana, mahabarata, puna kawan, lan sakpanunggalane. Ana ing lakon iku tokoh kang biasane dadi peran utama yaiku arjuna, lesmana, gatotkaca, abiyasa, abimanyu, puto dewa, puna kawa, petruk, gareng, bagong, semar, kurawa, batara guru, barata kala, lan sakpanungalane. Simbah ugo crita yen jenis-jenis wayang iku ora namung wayang kulit, ananging ugo ana wayang wong, lan wayang golek. Koyo opo crita lan bentuk saka jenis-jenis wayang kui mau simbah janji bakal crita ana liya dina. Ra kroso jam wis nunjukake angka sewelas, senajan aku wis turu awan mau nanging mripat iki wis nggandul koyo pengen digawe turu. Awit saka kui aku ngajak simbah mantuk mergo wis ngantuk."
25,Senajan pertunjukan wayang kulit ana ing kelurahan durung rampung simbah purun kundur mergo aku wis ngantuk.
26,"Ana sawijining wektu nalikane Kerajaan Pajajaran kanti Raja Prabu Siliwangi anduweni cerita kang mbungahake marang sekabehe wae kang pada sinau bab sejarah Prabu Siliwangi. Raja ana ing tlatah Pajajaran iku ora mung nduweni permaisuri ananging ugo nduweni selir kanti cacah 7 wanita kang ayu. Singkat cerita Prabu Siliwangi anduweni keturunan saka permaisuri kang awujud bocah wadon kanthi jeneng Putri Lara Kadita kang tegese wong wadon kang ayu (wanita yang cantik jelita). Sawise Putri Kadita nambah umur lan katon bocah wadon kang ayu soho welas asih marang sepodho-podho banjur para selir ngroso iri lan wedhi yen piyambake pada kasisihna saka welasane Prabu Siliwangi. Para selir kang cacah pitu mau pada rerembugan kanggo anggawe ciloko permaisuri lan putrine yoiku Putri Lara Kadita. Putri Lara Kadita lan ibune digawe santet saka para permaisuri Prabu Siliwangi kanthi wujud loro kulit ana ing sekabeh awak lan rai. Ana ing pengaruh sihir para selir ugo Prabu Siliwangi akhire ngusir Putri Lara Kadita lan Ibune saka keraton Kerajaan Pajajaran mergo kuwatir yen penyakit Lara Kadita lan Ibune dadi nyebar lan nular ana ing tlatah keraton. (Dalam kisah cerita rakyat Nyi Roro Kidul dalam bahasa jawa akhirnya Lara Kadita meninggalkan kerajaan Pajajaran) Ana ing kahanan iki, Putri Lara Kadita lan ibu tindak tanpa ana tujuan kang jelas. Diceritakake permaisuri tilar donya ana ing pengembaraan, sawentara Putri Lara Kadita nglanjutake lakune menyang sisih kidul nganti teka menyang gunung ing pinggir segoro. Amarga kesel banget, Putri Lara Kadita ngaso lan keuron ana ing gunung pinggiran segoro. Wektu tilem piyambakipun ngimpi ketemu karo ""Wong suci"" sing maringi pitutur supaya putri ngresiki awake dening nyemplung menyang segara kanggo njaluk marasake awake saka penyakit, ugo mulihake rupa ayune, saha kanggo nduweni kekuatan ampuh kanggo males wong kang anggawa uripe dheweke sengsara kaya mengkono."
27,"Nalika tangi, tanpa mangu Putri Lara Kadita Langsung ambyur menyang tengah segoro kanti ombak kang gedhe, lan nglelebke nganti dhasar saka Segoro Kidul. Ngimpi dadi kasunyatan. Saliyane mbalek maneh fisik ayune, Putri Lara Kadita uga diwenehi kakuwasan adikodrati lan pati. Nanging, putri kudu tetep mbaureksa ana Segoro Kidul. Wiwit iku banjur diarani minangka Nyi Roro Kidul dumugi nganti tumeka saiki."
28,"Ana ing desa dadapan urip wong wadon randha kang kere lan melas banget kanti jening Suminah, randha iku manggon karo cah lanang kang bagus banget, nggantheng lan perkasa dijenengi Ande Ande Lumut. Akeh bocah-bocah wadon sing wis nglamar kanggo dadi bojene dheweke, nanging ora ana sing ditampa. ""Kepiye bocah-bocah wadon sing pada njaluk tok rabeni ngger?"", Pitakone Nyi Suminah sinambi nyiapke sarapan kanggo Ande Ande Lumut. Ande Ande Lumut meneng kanggo sawentara lan ngandika, ""Kula dereng mikir bab kromo mbok?"". Jawab putra angkat Nyi Suminah iku. Ngerteni anak lanang siji durung duweni ngen-ngen kanggo urip bebrayan, banjur Nyi Suminah mungkasi omongan bab rabi. Ora adoh saka desa Dadapan ana desa kang aran Coral Wulusan. Desa iku dipisahake dening kali gedhe saka desa Dadapan. Ana desa Coral Wulusan urip randha sing makmur kanti asma Nyi Menah. Dheweke wis duweni enem anak, sing gedhe-gedhe ayu, anak-anak iku deweni jeneng: Kleting Abang, Kelting Ijo, Kleting Biru, Kleting Ungu, Kleting Ireng, lan Kleting Kuning. Saka keenem anak Nyi Menah iku ana bocah siji kang saben dina dimusuhi saka lima sadulur wedok e yaiku Kleting Kuning. Sawijining dina, sakwise Kleting Kuning ngrampungake gawean ngomah yo nyapu lan ngepel Kleting Kuning ngendika marang kelimo sedulure. ""Kula luwe banget lan ngelak yu, menopo angsal kula maem lan ngombe rumiyen?"" jaluk Kleting Kuning marang mbakyu-mbakyune. Kelima sedulur Kleting Kuning babar pisan ora ana kang nanggepi omongane Kleting Kuning. Untung wae Nyi Menah ngerteni kedadean iku banjur ngajak Kleting Kuning kanggo maem lan ngombe. Lanjutan Cerita Ande Ande Lumut Bahasa Jawa""Hey Kleting Kuning, papah simbok kae"", printah Kleting merah ing Nada ora sopan. Kleting kuning langsung ngangkat barang gawanane Nyi Menah kang bali saka pasar. Kleting kuning bocah sing sregep, beda karo lima sedulure kang malesan lan bisana amung dandan."
