,text_jw
10,"ng tahun 1222 ana ratu ing Tumapel utawa Singasari, jenenge Ken Angrok. Critane Ken Angrok iki saka layang Pararaton. Ketemune layang iki ana ing Bali dhek tahun 1891. Ken Angrok lair ana ing sacedhake Tumapel (Singasari), asal wong tani lumrah bae. Ken Angrok kacarita bagus rupane lan bisa nenarik katresnaning wong, nanging banget kareme marang pangaji aji lan wani marang penggawe luput."
11,"Ing sawijining dina ana Brahmana ketemu karo dhewekne, kandha yen dhewekne titising Wisnu. Anggone kandha mangkono iku, awit Brahmana mau ngerti yen Ken Angrok iku wong kang gedhe karepe lan kenceng budine. Brahmana banjur golek dalan bisane Ken Angrok kacedhak karo adipati ing kono, Sang Tunggul Ametung. Ora antara suwe kelakon Ken Angrok kaabdekake. Bareng wis mangkono, Ken Angrok banjur tansah golek dalan kapriye enggone bisa ngendhih Sang Adipati, nggenteni jumeneng. Ketemuning nalar Ken Angrok banjur ndandakake keris becik marang Empu Gandring. Sawise keris dadi, katon becik temenan, nganti mitrane Ken Angrok aran Keboijo kepencut kepengin nganggo, banjur nembung nyilih: oleh. Saka senenge, keris mau saben dina dianggo sarta dipamer pamerake, dikandhakake duweke dhewe. Bareng wis sawatara dina Ken Angrok banjur nyolong kerise dhewe kang lagi disilih ing mitrane mau dianggo nyidra Sang Adipati. Kelakon seda, keris ditinggal ing sandhinge layon. Urusaning prakara: mitrane Ken Angrok sing kena ing dakwa, diputus ukum pati. Ken Angrok banjur bisa oleh Sang putri randaning Tunggul Ametung lan gumanti madeg adipati: Sang Putri asmane Ken Dhedhes. Sasuwene dicekel Ken Angrok negarane tata, reja, wong cilik banget sungkeme. Sawise mbedhah karajan cilik cilik ing Jenggala, Ken Angrok banjur emoh kebawah Kedhiri, malah ing tahun 1222 mbedhah praja Kedhiri nganti kelakon menang, Ratu ing Kedhiri Prabu Kertajaya seda nggantung sabalane kang padha tuhu. Kedhiri banjur ditanduri adipati kabawah Singasari. Bareng para ratu darah Empu Sindhok wis kalah kabeh karo Ken Angrok, Ken Angrok banjur jumeneng Ratu gedhe, jejuluk Prabu Rejasa, yaiku kang nurunake para ratu ing Majapait. Kacarita Sang Retna Dhedhes nalika sedane adipati Tunggul Ametung wis ambobot. Bareng wis tekan mangsane, Sang Retna mbabar putra kakung, diparingi peparab Raden Anusapati."
12,"Wiwit timur nganti diwasa Sang Pangeran ora ngerti yen satemene dudu putrane Prabu Rejasa, nanging rumangsa yen ora ditresnani ing Sang Prabu, beda banget karo rayi rayine. Ing sawijining dina Anusapati kelair marang ibune mangkene: ""Ibu, punapa, dene Kangjeng rama punika teka boten remen dhateng kula?"" Sang Retna banget trenyuhing galih mireng atur sasambate kang putra, wasana banjur keprojol pangandikane; kang putra dicritani lelakone wiwitan tekan wekasan. Anusapati banget ing pangungune, sanalika banjur duwe sedya males ukum, nanging isih sinamun ing semu. Keris yasane Empu Gandring disuwun, pawatane mung kepingin banget anganggo. Kang ibu lamba ing galih, keris diparingake. Anusapati banjur nimbali abdine kekasih, diparingi keris mau lan diweruhake ing wewadine. Bengine Sang Prabu seda kaprajaya ing duratmaka. Layone Sang Prabu dicandhi ana ing Kagenengan (cedhak Malang). Anusapati nggenteni jumeneng Nata. Anusapati jumeneng ora suwe, awit Raden Tohjaya ngerti yen Anusapati kang nyedani ramane, mulane sumedya males ukum lan iya kelakon. Tohjaya jumeneng Nata, nanging iya ora suwe. Tohjaya utusan mantrine aran Lembu Ampal, didhawuhi nyirnakake kalilipe loro, yaiku: Ranggawuni, putrane Anusapati, lan nakdulure kang aran Narasingamurti; yen ora bisa kelakon, Lembu Ampal dhewe bakal kena ukum pati. Dumadakan ana sawijining Brahmana kang welas marang raden loro, banjur wewarah saperlune. Satriya loro banjur ndhelik ana ing panggonane Panji Patipati. Lembu Ampal nggoleki raden loro ora ketemu, banjur ora wani mulih, ngungsi marang Panji Patipati. Bareng ana ing kono mbalik ngiloni raden loro, malah ngrembugi para punggawa kang ora cocog karo Tohjaya diajak ngraman, wasana kelakon, Sang Prabu nganti nemahi seda. Ranggawuni jumeneng Nata ajejuluk Syri Wisynuwardhana nganti nakdhereke Narasinga. Nganti tekan ing seda priyagung loro mau rukun banget, nganti dibasakake: ""Kaya Wisynu lan kang raka Bathara Endra"". Karatone mundhak gedhe pulih kaya dhek jamane Prabu Erlangga, malah jajahane wuwuh Madura."
13,"Sang Nata seda ing tahun 1268, layone diobong kaya adat, awune sing separo dicandhi ana ing Weleri, ditumpangi reca Syiwah, sing separo dipethak ana candhi Jago (Tumpang) nganggo reca Budha. Dadi tetela ing wektu iku agama Syiwah karo Budha campur."
14,"atu Singasari kang Kaping V, jumeneng mekasi. Sasedane Syri Wisynuwardhana pangeran pati jumeneng Nata, ajejuluk Prabu Kartanagara. Sang Prabu manggalih marang kawruh kagunan, lan kasusastran, lan iya manggalih marang undhaking jajahan, nanging kurang ngatos atos, lan kersa ngunjuk nganti dadi wuru. Ana nayakaning praja aran Banyak Widhe utama Arya Wiraraja, tepung becik lan Jayakatwang, adipati ing Daha. Satriya iku ora sungkem marang ratune, malah wis sekuthon karo Jayakatwang, arep mbalela. Dumadakan ana punggawa kang matur prakara iku, nanging Sang Prabu ora menggalih, Wiraraja malah diangkat dadi adipati ana ing Madura. Pepatihe Sang Nata aran Raganatha rumeksa banget marang ratune, nganti sok wani ngaturi penget marang Sang Prabu ing bab kang ora bener, nanging Sang Prabu ora rena ing galih, ora nimbangi rumeksaning patih setya iku, malah banjur milih patih liya kang bisa ngladeni karsane. Patih wredha diundur, winisuda dadi: nayaka pradata, dadi wis ora campur karo prakara pangreh praja. Patih anyar senenge mung ngalem marang ratune lan ngladosi unjuk unjukan. Ana utusan saka ratu agung ing nagara Cina (Chubilai) dhawuh supaya Prabu Kartanagara nyalirani dhewe utawa wakilsuwana marang nagara Cina perlu caos bekti (tahun 1289). Sang Prabu duka banget. Bathuking Cina utusan digambari pasemon kang ora apik, nelakake dukane Sang Prabu. Bareng tekan ing nagara Cina patrape ratu Jawa kang mangkono iku mau njalari dukane ratu binathara ing Cina,."
15,"Ing tahun1292 ana prajurit gedhe saka ing Cina arep ngukum ing kuwanene wong Jawa. Wiraraja sasuwene ana ing Madura isih ngrungok ngrungokake apa kang kalakon ana ing Singasari, lan iya weruh uga yen ing wektu iku prajurit Singasari dilurugake menyang Sumatra. Wiraraja ngajani Jayakatwang akon nangguh mbedhah Singasari, mumpung nagara lagi kesisan bala. Jayakatwang ngleksanani, lan Singasari kelakon bedhah. Ratu lan patihe katungkep ing mungsuh isih terus unjuk unjukan bae (wuru), mulane ora rekasa pinurih sedane. Raden Wijaya, wayahe Narasinga, nuli umangsah ngetog kaprawiran mbelani nagara lan ratune, nanging wis kaslepek karoban wong Daha, mulane banjur kepeksa ngoncati, mung kari nggawa bala 12, genti genti nggendhong Sang Putri garwane Raden Wijaya, putrane Prabu Kartanagara. Lampahe Raden Wijaya sasentanane nusup angayam alas. Kalebu wilangan 12 iku ana satriyane loro, putrane Wiraraja, duwe atur marang Gustine supaya ngungsi menyang Madura. Sang Pangeran maune ora karsa, nanging suwe suwe nuruti. Ana ing Madura ditampani kalawan becik. Rembuge Wiraraja, Raden Wijaya diaturi suwita menyang Daha. Wiraraja sing arep nglantarake. Yen wis kelakon suwita Raden Wijaya diaturi nyetitekake para punggawa ing Daha, sapa sing kendel utawa jirih, tuhu utawa lamis. Yen wis antara suwe diaturi nyuwun tanah tanah Trik, dibabada banjur dienggonana. Raden Wijaya nurut ing pitudhuh, lan iya kelakon suwita ing Daha. Kacarita pasuwitane kanggep banget, amarga saka pintere nuju karsa, lan saka pintere olah gegaman; wong sa Daha ora ana sing bisa ngalahake. Kabeh piwulange Wiraraja ditindakake, dilalah Sang Prabu teka dhangan bae, malah bareng tanah Trik wis dibabad, Raden Wijaya nyuwun manggon ing kono iya dililani. Kacarita nalika babade tanah Trik mau, ana wong kang methik woh maja dipangan, nanging rasane pait. Awit saka iku desa ingkono mau banjur dijenengake Majapait."
16,"Bareng Raden Wijaya wis manggon ing Majapait, rumangsa wis wayahe tata tata males ukum, ngrusak kraton Daha, ananging Wiraraja akon sabar dhisik, awit isih ngenteni prajurit saka nagara Cina kang arep ngukum wong Singasari. Karepe Wiraraja arep ngrewangi Cina bae dhisik, besuke arep mbalik mungsuh Cina. Wiraraja banjur boyong sakulawargane lan saprajurite menyang Majapait ngumpul dadi siji karo Raden Wijaya."
17,"ng Bab 5 ana critane Prabu Kartanagara enggone anjangka undhaking jajahane. Ana ing tanah Sumatra kelakon bisa oleh jajahan. Ing ngisor iki crita sathithik tumraping karajan karajan ing tanah Melayu. Kacarita ratu ing Funan, kira kira ing sajroning abad 3 ngelar jajahan, ngelun tanah Sumatra, Jawa lan liya liyane, ayake ratu iku kang yasa reca reca ing tanah Pasemah. Ing abad kapitu ana golonganing para pangeran saka ing Indhu Buri, padha manggon ing sakiwa tengening Palembang, banjur ngedegake nagara gedhe, jenenge karajan crivijaya (= Syriwijaya, sinebut ing bangsa Cina nagara: Sambotsai)."
18,"Ratu ratune padha darah Warman, isih dumunung sanak karo darah Purnawarman ing Tanah Jawa dhek abad 4 - 5, apadene darah Mulawarman ing Kutai lan Borneo dhek watara tahun 400. Nagara crivijaya jajahane kira kira Sumatra sisih kidul lan tengah, Malaka, Kamboja lan malah tekan Tanah Jawa. Ing tahun 686 ratu agung ing negara crivijaya nglurugi Tanah Jawa, awit Tanah Jawa ora tuhu pangedhepe marang crivijaya. Sajroning abad 10 prajurit Jawa genti nglurugi crivijaya, menang, nanging ora suwe crivijaya bisa kombul maneh. Praja iku ajeg enggone nglakokake utusan marang Narendra ing Cina. Ing sajroning abad 12 lan 13 nagara gedhe crivijaya pecah dadi karajan cilik cilik. Darah Warman jumeneng ana ing tanah kang sinebut tanah: ""Melayu"" yaiku saikine Jambi. Rehning pasisire tanah Melayu kono akeh rerusuh, wonge akeh kang padha ngungsi marang tanah pagunungan kang loh, ana ing kono padha dedhukuh. Bareng Tanah Jawa gedhe panguwasane, Prabu Kartanagara (1268 - 1292) kalakon bisa ngrusak kutha Pasei, lan ngejegi Jambi, Palembang, Riouw sarta kutha kutha akeh ing Borneo apadene pulo pulo ing Moloko. Ing saantaraning tahun 1275 lan 1293 wong Jawa nglurugi tanah pagunungan Jambi mau yaiku tanah kang besuke aran Menangkabau. Lurugan iku diarani: Pamalayu. Ing tahun 1268 Prabu Kartanagara angganjar reca marang ratu ing Dharmmacraya (Darmasraya) uga dumunung ing tanah Jambi, ing saikine ora adoh karo Sungai Lansat. Karajan iku ing besuke kalebu jajahan Majapait, rajane darah Warman jejuluk Tribuwana (Mauliwarman) kagungan garwa bangsa Melayu, kang putrine (putrane putri) ayake dai garwane Raden Wijaya biyen. Sang Raja Tribhuwana melu karo bangsa Jawa nglurugi tanah Padhang Hulu. Miturut carita Melayu, lurugan mau ora oleh gawe, mung marga saka klebu ing gelar, kalah enggone adu kebo, mulane kuthane banjur jeneng Menangkabau iku."
19,"Ana raja wewengkone karajan Dharmmacraya jejuluk Adityawarman nagarane ing Malayupura, kang ing tahun 1347 wus merdika, ambawa pribadhi, iku nglurugi Menangkabau, nanging ora nganti dadi perang, malah banjur diangkat dadi raja ing kono, awit pancen dianggep bangsa Melayu. Jumenenge ana ing Menangkabau wiwit tahun 1347 tekan 1375, kecrita ing kawicaksanane lan pintere nyekel praja. Tumeka saprene Sang Adityawarman sarta nayakane loro kang aran Papatih Sabatang lan Kyai Katumanggungan isih dipundhi pundhi marang bangsa Menangkabau. Sapungkure Sang Aditya wis ora ana raja ing Menangkabau kang kecrita. Negarane pecah pecah, ing saiki isih akeh titike, mungguh ing kaluhuraning para raja Jawa asal Indhu, ana ing tanah Menangkabau kono, luwih luwih tumraping basa lan sastrane. Darah raja raja kuna ing Menangkabau mau enteke durung lawas, kang pungkas pungkasan putri, sedane lagi saiki bae. Ing tahun 1377 kutha Sanbotsai ing tanah Palembang rinusak ing balane Prabu Ayamwuruk. Kang kuwasa ing tanah Palembang kasebut jeneng Arya Damar nurunake Raden Patah (+/- tahun 1500). Awit saka ambruking karaton Majapait, Palembang iya katut apes, besuke kalah karo Banten. Kaluhuraning Tanah Jawa ana ing Sumatra sisih kidul kono tumekane dina iki uga iya isih akeh tilas tilase. ng tengah tengahane tahun 1292 Maharaja Choebilai sida ngangkatake wadya bala menyang ing Tanah Jawa perlu arep ngukum Prabu Kartanagara. Ana ing pacekan (Surabaya) prau Jawa kalah, nuli bala Cina arep nglurugi9 Daha, kang dikira panggonane Kartanagara (kang nalika iku wis seda). Kacarita Raden Wijaya dhek jaman samono wus wiwit mbalela marang Jayakatwang ratu ing Daha."
20,"Sarehne duwe pangarep arep bisaa ditulungi ing Cina numpes ratu ing Daha, mulane Raden Wijaya banjur gawe gelar ethok ethok arep teluk marang senapati Cina. Kabeneran ora let suwe Majapait, panggonane Raden Widjaya ditempuh ing wong Daha, Raden Wijaya entuk pitulungane wong Cina bisa menang. Wasana ing tahun 1293 kutha Daha dikepung ing balane Shih Pih lan Raden Wijaya, Daha bedhah, ratune kacekel, peni peni raja peni dijarah rayah, Raden Wijaya nulungi putri putri, putrane Prabu Kartanagara digawa oncad menyang Majapait. Ora antara suwe, marga saka akale Wiraraja, Raden Wijaya bisa ngusir prajurit Cina. Wondene prajurit mau, senadyan kesusu susu meksa isih bisa anggawa barang rayahan, pengaji mas satengah yuta tail lan tawanan wong satus saka Daha. Raden Wijaya banjur jumeneng Nata ing Majapait, jejuluk Kertarejasa Jayawardhana utawa Brawijaya I (tahun 1294 - 1309) Sawise jumeneng Nata, Sang Prabu anggeganjar marang sakabehing kawula kang maune labuh, marang panjenengane. Wiraraja dibagehi tanah Lumajang saurute. Putrine Kartanagara papat pisan dadi garwane Sang Prabu, lan isi ana garwa paminggir siji saka tanah Melayu aran Sri Indresywari. Saka garwa paminggir iki Sang Prabu kagungan putra R. Kaligemet, kang besuke nggentos kaprabon, ajejuluk Jayanegara, saka Prameswari Sang Prabu peputra putri loro. Ing tahun 1295 R. Kalagemet lagi yuswa sataun wis diangkat dadi pangeran pati lan dadi ratu ing Kedhiri, ibune kang ngembani nyekel praja Kedhiri. Ing nalika panjenengane Prabu Kertarejasa Jayawardhana iku, Tanah Jawa karo Cina becik maneh, perdagangane gedhe, wong Cina teka ing Tanah Jawa nggawa mas, salaka, merjan, sutra biru, sutra kembang kembangan, bala pecah lan dandanan wesi. Saka ing Tanah Jawa, Cina kulak: beras, kopi kapri, rami, bumbon craken luwih luwih mrica, barang barang mas utawa salaka, bangsa dandanan kuningan utawa tembaga, tenunan kapas lan sutra, welirang, gading, cula warak, kayu warna warna, manuk jakatuwa lan barang nam naman."
